会社名,会場,ブース番号,説明（日本語）,備考,Best of Innovation,山中行きたい,長坂行きたい,PDFページ,PDF_X,PDF_Y
uHoo Pte Ltd,LVCC West,60213,uHooは、屋内健康と持続可能性のための世界で最も包括的な環境インテリジェンスプラットフォームです。このシステムは9つの主要な大気質要因を追跡しています:温度、湿度、気圧、CO₂、CO、T...,,,,,11.0,269.72,401.97
ALGBIO,LVCC West,63432,Algbioは廃水処理とCO2回収を行い、バイオ燃料、バイオプラスチック、バイオ製品を生産し、カーボンクレジットを生成しています,,,,,11.0,240.13,184.48
"ASET Co., Ltd.",LVCC West,62949,ASETは、優れた防火性と高いエネルギー密度を持つLLZOベースの多層固体電解質膜を開発しているバッテリー材料のスタートアップです。当社の柔軟なセラミック・ポリマー分離器は...,,,,,11.0,429.5,219.83
Ambilight Inc,LVCC West,6353,私たちは、世界で唯一、大面積曲面電気クロミック製品の大量生産を達成した革新的なテック企業です。2017年に設立され、シリコンバレー、ウェストラファイエット、彼女...,,,,,11.0,425.25,181.81
BLUE DEVICE,LVCC West,62845,ブルーデバイスは、ディスプレイカバーガラスおよびポリマーウィンドウの環境に優しく高性能なAG(アンチグレア)表面処理技術を専門とするKAISTの学部設立企業であり、3D...,,,,,11.0,213.61,215.42
"Dongguan Dongqing Plastics & Electronics Co.,Ltd",LVCC South,35612,東莞東清プラスチック電子有限公司は、2000年に中国広東省東莞で設立されました。当社の製品ラインナップは、ゲームアクセサリー、モバイルアクセサリー、バッテリーマンなど、いくつかのセグメントに分かれています。,,,,,11.0,249.08,340.96
"Fawoo Nanotech Co., Ltd.",LVCC West,62833,ファウー・ナノテック株式会社はナノバブル発生装置を開発し、環境に優しく経済的に実現可能なソリューションを提供し、さまざまな産業分野に応用可能です。ファウー・ナノテックの...,,,,,11.0,241.29,206.6
GEOWIND,LVCC West,63300,GeoWindは特許取得済みの二十面体形状に基づく革新的な垂直軸風力タービンを提供し、強力なトルク、静かな運転、多様な風条件での高い安定性を提供します。システムが...,,,,,11.0,348.82,180.06
GPU Audio,LVCC West,60846,GPU Audioは、GPU上で高度なオーディオDSPおよびニューラルネットワークアルゴリズムを動かすという根本的な課題を解決し、音声を新たな形で変革する膨大な並列処理能力を解き放ちました。ある。。。,,,,,11.0,225.21,371.02
HEC Engineering,LVCC West,63432,HECエンジニアリングはトルコに拠点を置くコンサルティング会社で、流体力学、沿岸、海洋工学を専門としています。強力な学術チームを擁し、数値モデリングや環境評価などを提供しています。,,,,,11.0,240.13,184.48
Hello Space Co.,LVCC West,62801,,,,,,11.0,302.4,213.22
OCALIS,LVCC West,63432,OCALISは、人間の手足を繰り返しの身体的作業から支えるための可動性技術を開発しています。OCALISは肩・上腕のサポート、背中のサポート、首のサポート外骨格、さらにAIベースのエルゴノミクスも提供しています...,,,,,11.0,240.13,184.48
OmniCoat,LVCC West,61453,OmniCoatは金属パネル向けのドライトナーデジタルプリント技術の革新者です。私たちは金属表面に最適化されたトナーを開発し、建築用・建築・,,,,,11.0,205.12,304.73
Optiqb AI Technology Ltd.,LVCC West,62201,Optiqbは、人工知能を活用した肉眼3D技術ソリューションを提供するハイテクスタートアップ企業で、通信会社を支援しています。,,,,,11.0,313.4,238.43
"Shenzhen Kutai Innovation Technology Co., Ltd",LVCC West,62919,Cozytimeは、料理体験を再定義するデザイン主導のテック企業です。当社の屋内電動光学グリルは、スマートな...,,,,,11.0,385.42,219.83
"Shenzhen Yuechi Inovation Technology Co.,Ltd",LVCC West,62919,,,,,,11.0,385.42,219.83
ToICoS Inc.,LVCC West,62833,ToICoSは、1時間のリモート水道計測データを用いてユーザーの漏水を管理するHome Leak Guardianサービスを提供しています。サービス利用者には地方自治体、水道事業会社、建築施設管理などが含まれます。,,,,,11.0,241.29,206.6
Vaonis,LVCC West,60415,ヴァオニスは、誰でも天文学にアクセスできる革新的なスマート望遠鏡を設計・製造しています。高度な光学技術、ハイエンドなメカニクス、そしてエレガントなデザインを組み合わせることで、ヴァオニスはユーザーが...,,,,,11.0,269.73,384.29
Watertrinez,LVCC West,62833,,,,,,11.0,241.29,206.6
iRomaScents®,LVCC West,61701,iRomaCents®は、AIのパーソナライズと高度な配信システムを用いて香りの発見を再定義するフレグランスソリューションの革新者です。独自のプラットフォームは即時の推薦を提供し、自動化します...,,,,,11.0,345.6,300.3
Callbuddy,LVCC South,35614,"Callbuddyはスマートフォンケースを再構築するデザイン主導のブランドです。モジュール式ケースで、ユーザーがアクセサリーを取り付けられる内蔵システムを備えています。一つ目は多機能ストラップで、持ち運ぶため、立つために使えます,...",,,,,11.0,249.08,327.7
Immune Materials Limited,LVCC West,63200,Immune Materials Limited(IML)は、革新的なIMU+®長期抗ウイルス材料技術で疾病予防の先駆者となっています。ロー教授とカン教授によって開発された、私たちの層ごとに分解された抗菌薬...,,,,,11.0,302.69,186.7
KABOB CLOUD INC.,LVCC West,62201,Kabob CloudはAI搭載のメディアおよびレストラン運営ソリューションを提供しています。Lookr + 3Dハードウェアを使えば、企業は2Dコンテンツを即座に没入型の3Dビジュアルに変換できます。私たちのヤキPOS+SOKシステムは...,,,,,11.0,313.4,238.43
"Paris Class Co., Ltd",LVCC West,63300,Travel in Your Pocketは、AI搭載のラグジュアリー旅行コンシェルジュプラットフォームで、パーソナライズされた旅程、24時間365日リアルタイムサポート、そしてシームレスなブロックチェーン対応決済を提供します。プレミアムパーに信頼されている...,,,,,11.0,348.82,180.06
"Shenzhen Shijing Innovation Co., Ltd",LVCC West,62919,私たちは、知的で携帯可能なピラティスリフォーマーの研究開発と生産を専門としており、プロのピラティストレーニングをより誰でも身近にできるものにすることを目指しています。私たちの創設チームは経験をまとめました...,,,,,11.0,385.42,219.83
Vobble,LVCC West,60842,Vobbleは、子どもたちの聴き方や創作の仕方を再構築するAI搭載のインタラクティブオーディオプレーヤーです。Webbyのオナリスト、SXSW 2025のファイナリスト、そしてSignal賞受賞者として認められたVobbleは...,,,,,11.0,234.05,371.02
"Wuhan Paiyou Technology Co., Ltd.",LVCC West,61864,,,,,,11.0,185.42,304.72
modue,LVCC West,60655,モドゥーはゲーマーやデジタルクリエイター向けにモジュラー制御機器を制作しています。,,,,,11.0,207.52,375.44
ANABOLIFE Inc.,LVCC West,63416,ANABOLIFEは「MEGAMIX」という、韓国の本格的な穀物味と最先端技術を融合させた高性能植物性タンパク質を発表します。私たちのAI駆動の公式はアミノ酸スコア113+を達成し、優れています...,,,,,11.0,273.58,166.82
"Damao Tech Co., Ltd",LVCC West,62919,ダマオテックは世界有数の消費者向けスポーツテクノロジー製品の研究開発と製造に注力しています。技術革新を原動力とし、私たちは常にPRの限界を押し広げています...,,,,,11.0,385.42,219.83
"Golden Crow Co., Ltd.",LVCC West,63416,2022年5月に設立されたゴールデンクロウは、世界初の商用ゴールドナノロッド(GNR)を先駆けて開発しています。私たちのマイクロニードル光熱パッチとマイクロカレント増幅アンプルは、トランスデを最大化するよう設計されています...,,,,,11.0,273.58,166.82
Innovative Space Carrier inc.,LVCC West,62801,心、精神、人々、貨物を宇宙を通じて地球上のどこへでも60分以内で移動させる。ISCは、この夢を...に変えることで、旅行と時間の概念に挑戦する完全再利用可能なロケットを開発している。,,,,,11.0,302.4,213.22
Live Vendor,LVCC West,60711,ウェブサイトや店舗内のブランドコーナーをビジネスハブに変えましょう!ライブベンダーアクションボタンを使えば、顧客はワンクリックで質問し、ライブビデオを通じて営業担当者と即座につながることができます...,,,,,11.0,369.65,344.52
